wer,sim1,sim2,membership
0.86053488,-0.036824498,3.08297619,1
1.232427208,-0.057642472,7.398333333,1
1.450405523,-0.082212088,13.38369048,1
1.591553764,-0.059516276,6.853928571,1
0.889252326,-0.037126388,3.823571429,1
1.178293355,-0.048735881,6.207738095,1
1.311408027,-0.0399888,19.07333333,1
0.398283038,-0.036729958,3.428571429,1
1.524705843,-0.059910711,7.113095238,1
1.474824628,-0.063977304,4.888452381,1
0.6849124,-0.040354698,2.992380952,1
1.623408,-0.048476923,7.867261905,1
1.255549324,-0.043357267,4.274880952,1
1.795723494,-0.082877766,9.391785714,1
1.441082168,-0.068878353,7.913571429,1
1.278564025,-0.039206936,3.571309524,1
1.559372664,-0.03533474,3.35202381,1
0.621821627,-0.03227306,2.604642857,1
1.361418645,-0.067491663,6.994047619,1
1.206538788,-0.072571431,7.827380952,1
0.73899809,-0.059715463,6.084880952,1
0.261286225,-0.005524954,1.298690476,1
1.092445733,-0.037381756,4.86797619,1
1.090189823,-0.056045086,5.785238095,1
1.579956146,-0.047916954,3.417738095,1
1.138232926,-0.028287916,3.782738095,1
1.196093876,-0.052123825,4.567619048,1
0.972997387,-0.020884038,3.6875,1
2.19486253,-0.126921828,12.46369048,1
2.078770361,-0.114014665,11.57964286,1
1.80434969,-0.082265543,10.49809524,1
1.637359357,-0.082594361,10.4322619,1
2.085979753,-0.115690614,13.13095238,1
3.105674351,-0.145729266,16.29464286,1
2.54792796,-0.141835394,14.16380952,1
2.563242726,-0.136344852,12.96988095,1
1.656607431,-0.076114049,9.615238095,1
2.182743952,-0.088847128,11.17285714,1
1.927957298,-0.10941209,13.70666667,1
1.436729169,-0.081117659,10.09904762,1
2.384319831,-0.136724338,13.09571429,1
2.178431776,-0.101608155,9.932738095,1
3.140929196,-0.149387913,13.21,1
0.874106969,-0.030166451,2.521428571,1
1.151394457,-0.017829768,2.516547619,1
2.148812634,-0.086552197,9.821428571,1
1.136228975,-0.035478342,4.457738095,1
1.490776509,-0.053727163,3.164047619,1
1.276089197,-0.035944631,3.498928571,1
1.922288405,-0.087455392,7.563571429,1
0.712526537,-0.022386436,2.172619048,1
1.133331047,-0.019305879,2.750357143,1
1.363054543,-0.061946615,3.967857143,1
2.883543762,-0.103338028,9.183928571,1
1.637891075,-0.035685294,4.697619048,1
1.096842071,-0.033986512,4.302142857,1
2.383136904,-0.104302901,11.50821429,1
1.386307936,-0.051796612,21.27166667,1
1.958718473,-0.101640153,9.300595238,1
1.712485834,-0.087875171,7.55952381,1
1.768068985,-0.039840518,5.341904762,1
1.47728296,-0.067575351,5.586190476,1
1.324155658,-0.046410946,3.412619048,1
0.645719681,-0.015849385,2.928095238,1
1.290442542,-0.032868032,2.901904762,1
1.32458393,-0.040101647,6.726190476,1
1.621884168,-0.045033802,5.952261905,1
1.389675194,-0.041772299,4.120714286,1
1.112900017,-0.023320166,2.913214286,1
1.932214705,-0.02839566,3.479285714,1
0.978844394,-0.023569543,3.252380952,1
1.856876797,-0.068446924,8.78452381,1
1.362397911,-0.059250641,7.754880952,1
1.325462519,-0.043325554,4.446666667,1
0.782274849,-0.02043744,2.063452381,1
2.206523868,-0.114954336,12.30178571,1
1.54250546,-0.04650898,5.414047619,1
0.537369493,-0.017769373,2.843452381,1
2.086599221,-0.0664668,6.660714286,1
1.18967833,-0.044437661,5,1
2.674033572,-0.090917762,11.11178571,1
1.363635796,-0.033328968,3.754880952,1
1.784786599,-0.036350854,5.588690476,1
1.235090075,-0.025942384,2.597142857,1
1.679463886,-0.048696586,4.57547619,1
2.493202512,-0.080087578,9.0475,1
1.036563287,-0.031572023,4,1
0.929514398,-0.028905892,2.068928571,1
0.872213997,-0.019421795,2.295357143,1
1.561178585,-0.064853173,6.945,1
1.928664251,-0.026596761,4.824047619,1
1.425222946,-0.042758598,4.841428571,1
0.414315218,-0.002446303,1.252142857,1
1.452024373,-0.03673884,3.791547619,1
1.662102987,-0.062582547,6.488095238,1
1.463610552,-0.097108093,8.96452381,1
0.370716633,-0.015062374,1.771071429,1
1.401721417,-0.02085345,3.0075,1
0.737800156,-0.042528528,3.45452381,1
0.320819315,-0.019759671,2.012619048,1
0.857511401,-0.022255849,2.874285714,1
0.944646176,-0.033906262,3.670119048,1
0.870994563,-0.033567629,3.383690476,1
1.22478343,-0.040048574,5.036547619,1
0.866189581,-0.019355713,4.53047619,1
1.218594692,-0.038534551,4.492857143,1
1.409930038,-0.05852,6.607142857,1
1.45271589,-0.059565409,5.297619048,1
2.22667447,-0.102647642,9.1575,1
1.115166875,-0.035625071,4.323571429,1
1.180439326,-0.048965208,5.159285714,1
0.859682563,-0.046572927,4.965,1
0.932663967,-0.020453759,2.831785714,1
0.563958714,-0.02108906,2.669285714,1
1.285337119,-0.034620185,4.120833333,1
1.744708417,-0.045441495,5.580357143,1
0.505972939,-0.014793819,1.737261905,1
1.322647996,-0.026897448,3.869047619,1
1.237498217,-0.030187238,4.048095238,1
1.763875939,-0.042868804,5.894285714,1
1.540528155,-0.050044648,4.94047619,1
1.188729174,-0.054494638,5.294166667,1
1.985954545,-0.068392216,5.333333333,1
0.958349465,-0.034241336,3.502857143,1
1.752268746,-0.047543748,5.496904762,1
1.500528383,-0.07379637,7.492738095,1
0.999815295,-0.036773032,4.067619048,1
1.686233525,-0.061265239,7.270952381,1
1.22689397,-0.058512298,3.907261905,1
0.927449148,-0.031750183,4.801190476,1
1.072795425,-0.026025858,3.401309524,1
1.275716855,-0.04968057,5.125595238,1
2.569314869,-0.069691072,4.336547619,1
1.371864696,-0.03835622,3.510238095,1
1.186465165,-0.042311108,4.073333333,1
1.491266123,-0.058074038,7.142738095,1
1.543739242,-0.054141061,3.955952381,1
1.114525033,-0.022156869,3.121428571,1
1.558932095,-0.05179521,5.824642857,1
0.315242313,-0.017208317,4.320238095,1
2.085080376,-0.073993431,9.632261905,1
1.578052963,-0.054679439,5,1
1.06040065,-0.015349518,2.472619048,1
2.68636028,-0.106935023,8.766428571,1
1.167107416,-0.01696699,1.282261905,1
1.158894427,-0.039171272,4.220714286,1
1.603631161,-0.063854072,6.770595238,1
1.157439015,-0.037614655,2.678571429,1
1.084435978,-0.054503888,4.217857143,1
0.775942248,-0.026062233,2.157738095,1
1.628179471,-0.05564968,5.106547619,1
1.454130681,-0.041087127,5.331547619,1
1.223750582,-0.036737319,3.344880952,1
1.499887899,-0.055127285,4.232738095,1
1.554708786,-0.048998906,8.273809524,1
1.4902383,-0.089754637,5.951785714,1
1.438066333,-0.045905339,6.49952381,1
1.771519718,-0.049738878,4.220357143,1
1.256885162,-0.026532276,3.13452381,1
1.282261759,-0.033142898,4.365,1
1.136909133,-0.048477322,4.679761905,1
1.190220414,-0.038115688,3.911666667,1
0.511859621,-0.03385099,3.327857143,1
1.62743969,-0.062028354,6.696428571,1
1.22090181,-0.031306256,3.521190476,1
1.186927012,-0.043363546,3.996190476,1
1.093176405,-0.037593474,4.928452381,1
0.607649813,-0.027413235,3.011785714,1
0.833692641,-0.022163354,1.711309524,1
1.478100848,-0.054077369,4.502380952,1
1.603426605,-0.030081085,3.306547619,1
0.824285415,-0.019068967,1.823809524,1
1.244859083,-0.028168714,3.41047619,1
0.659877576,-0.025455767,1.86452381,1
2.06247212,-0.083574047,9.195714286,1
1.358338222,-0.033997404,2.903571429,1
0.737596373,-0.018756248,2.128214286,1
1.655866801,-0.042535974,6.700714286,1
1.54886167,-0.024958754,2.645238095,1
1.404978595,-0.048894513,4.052857143,1
1.334855121,-0.049547936,4.761904762,1
0.857418089,-0.032864782,2.380952381,1
1.311872299,-0.063431712,5.989761905,1
0.546843403,-0.012617876,0.510357143,1
1.346204018,-0.050364087,4.444404762,1
1.921027892,-0.090201506,15.99404762,1
1.560431686,-0.051743547,7.173333333,1
0.717128352,-0.018187954,1.327142857,1
0.772940428,-0.023025889,3.281190476,1
1.54237092,-0.053791471,4.761785714,1
0.431281017,-0.01524178,2.7775,1
1.751885741,-0.049656313,4.285714286,1
1.245359956,-0.032418859,1.805952381,1
1.361941915,-0.051359644,4.724285714,1
1.072794002,-0.028982865,2.678809524,1
1.737488253,-0.050134193,6.679880952,1
1.28729604,-0.045265148,3.686904762,1
0.730075146,-0.028321164,2.753333333,1
0.818612585,-0.020380866,1.326071429,1
0.901671723,-0.031913769,3.008214286,1
0.659079476,-0.014907339,4.107142857,1
0.897295664,-0.035063883,3.48452381,1
1.436892895,-0.060787859,4.385833333,1
1.474639371,-0.056117997,3.703333333,1
1.222475703,-0.040032078,4.761428571,1
1.129462,-0.053522048,4.422261905,1
0.905459405,-0.017409422,1.564642857,1
0.428174246,-0.011143381,0.416666667,1
1.307503644,-0.038955519,3.40202381,1
0.840840648,-0.012597137,1.292261905,1
0.148668892,-0.004603994,0.57297619,1
1.088128523,-0.035071557,3.684880952,1
1.407721921,-0.040669145,3.924880952,1
1.390214294,-0.039824223,3.857142857,1
2.077243119,-0.050937783,3.741428571,1
1.333036476,-0.051671461,6.617380952,1
1.535046205,-0.05343789,6.453333333,1
0.843808593,-0.030259974,2.500119048,1
1.168204843,-0.038163439,5.494047619,1
1.031455,-0.053567159,4.024880952,1
2.308529861,-0.097739261,9.098928571,1
0.845685417,-0.033306687,2.381071429,1
1.225795743,-0.053374518,4.127380952,1
1.083529485,-0.034376376,12.44607143,1
0.789159275,-0.037448844,2.845714286,1
1.460984923,-0.035068657,3.501547619,1
1.525305579,-0.038741484,3.231190476,1
0.961371069,-0.051204638,4.148214286,1
0.893563881,-0.036107377,3.418690476,1
1.118359298,-0.029759159,5.369880952,1
0.860220248,-0.033586796,4.464285714,1
0.935029252,-0.044646663,6.27,1
1.481357063,-0.05340251,4.551547619,1
0.547758686,-0.016740229,2.720833333,1
0.670981696,-0.023461204,3.706190476,1
0.659767588,-0.028290227,3.151547619,1
2.160123414,-0.052013527,4.19547619,1
0.51375662,-0.01475908,1.44797619,1
1.524168673,-0.042747153,4.323571429,1
0.910330024,-0.032374076,2.512619048,1
1.058204326,-0.049342016,4.115833333,1
0.941750407,-0.03760733,2.717142857,1
1.607192642,-0.067332969,8.185119048,1
1.592183006,-0.032440962,3.46952381,1
1.299517212,-0.042811651,4.875714286,1
1.485759898,-0.036688935,6.071428571,1
0.817279366,-0.019334764,3.095238095,1
0.5842513,-0.012189052,1.6725,1
1.628410737,-0.05201374,4.478214286,1
0.885179539,-0.022212414,2.438095238,1
1.512109985,-0.027540382,3.968452381,1
0.174199383,-0.007812941,0.488571429,1
0.718936555,-0.012093431,1.445595238,1
0.771075793,-0.014235684,1.098690476,1
0.590185995,-0.010874337,1.25,1
0.491253498,-0.015925821,1.062857143,1
0.147334905,-0.010065067,-0.255,1
0.22494162,-0.006132136,0.230357143,1
1.375746188,-0.033355931,1.827857143,1
1.544324737,-0.03893393,3.296190476,1
0.858638235,-0.026638566,1.59797619,1
1.17032607,-0.030607843,3.571071429,1
0.814735841,-0.018288325,1.319047619,1
2.560922661,-0.06922545,4.960119048,1
0.69405288,-0.014734565,2.380833333,1
0.602631208,-0.011086988,1.155357143,1
0.127585385,-0.00357799,0,1
-0.16965494,0.004290373,-1.190357143,1
0.984214336,-0.024216527,1.360833333,1
0.426601694,-0.014656361,0.613214286,1
0.580978071,-0.011876137,2.428571429,1
1.365507951,-0.04927475,6.190952381,1
0.92444907,-0.017626232,1.19047619,1
1.560220975,-0.064703868,5.311428571,1
0.546248908,-0.018850691,0.980357143,1
1.539555924,-0.039022567,3.306547619,1
0.875314408,-0.019025717,1.036904762,1
-0.354459409,0.000730061,-14.13690476,1
0.923071879,-0.021138622,1.190714286,1
0.911155386,-0.01991558,2.348214286,1
1.236621368,-0.030282976,3.42202381,1
0.169488991,-0.004510662,0.255,1
0.669635017,-0.016044645,1.512619048,1
0.820585698,-0.011576548,1.103809524,1
0.561149304,-0.015203487,2.188809524,1
0.69694551,-0.017963599,1.28952381,1
1.036904939,-0.021669967,1.508333333,1
0.429832039,-0.010448354,1.164047619,1
0.866689432,-0.030041759,3.485952381,1
1.075065319,-0.017734023,2.975952381,1
1.050171638,-0.017248081,1.360714286,1
0.606972628,-0.012455529,1.530357143,1
0.996362316,-0.033414887,4,1
1.250594712,-0.060588297,3.306904762,1
0.742376408,-0.017834396,2.777857143,1
0.917260906,-0.021266309,2.51,1
0.350917102,-0.00582114,0.396666667,1
0.151927786,-0.008267183,0,1
0.917136892,-0.033699441,4.236547619,1
0.137391347,-0.002940554,0.357142857,1
1.666327892,-0.036197606,1.433809524,1
0.417949,-0.015126993,0.649285714,1
1.1552019,-0.026753026,11.75916667,1
0.853677373,-0.011225004,1.326071429,1
1.280311071,-0.051489601,3.443690476,1
1.61568468,-0.032444776,4.576309524,1
0.573203524,-0.014054428,1.346666667,1
0.804853612,-0.019801288,1.98452381,1
1.293566077,-0.073082419,7.589285714,1
0.935262198,-0.045524617,2.976190476,1
0.391562218,-0.012411656,1.298571429,1
0.334093265,-0.007163187,0.732619048,1
0.844677847,-0.022095147,2.711785714,1
1.203081935,-0.031655462,2.380952381,1
0.925022275,-0.018232026,2.918571429,1
0.522130797,-0.01606061,2.036190476,1
1.264447097,-0.021805508,2.805833333,1
1.243244953,-0.046391692,26.44059524,1
2.072329212,-0.064067869,4.932619048,1
0.364538735,-0.005985338,0.727738095,1
1.045492335,-0.038131927,3.469285714,1
0.648404232,-0.011778264,1.719404762,1
0.783048639,-0.03482634,2.661071429,1
0.722439661,-0.034955553,2.789166667,1
1.332526605,-0.038333389,3.468452381,1
0.162674006,-0.00443177,0,1
0.279141008,-0.00544002,0.875357143,1
0.547391511,-0.013360746,1.961190476,1
0.516296461,-0.011194543,1.67547619,1
0.322262083,-0.005988402,0.515238095,1
0.68770219,-0.029683365,1.923214286,1
0.760231548,-0.007847087,1.045119048,1
0.566123167,-0.014058979,1.315714286,1
0.53224169,-0.0124242,1.158333333,1
0.393775004,-0.004845536,0.639047619,1
0.789427658,-0.008963917,0.628452381,1
0.71120728,-0.017850567,2.788095238,1
0.445506256,-0.006431214,0.748095238,1
-0.676898583,0.03243827,-3.571428571,1
0.313644271,-0.00957978,0.118928571,1
1.041784785,-0.019903193,2.505952381,1
1.534922708,-0.061171833,3.273809524,1
1.0533618,-0.024435086,1.105357143,1
0.5903237,-0.010149817,0.818452381,1
0.545143867,-0.007138008,1.159642857,1
0.099902615,-0.008092619,0.52952381,1
0.08754035,-0.007869988,0.183214286,1
1.347163264,-0.029471582,3.41047619,1
0.127227798,-0.004541953,0,1
0.961947855,-0.02133204,5.523095238,1
1.02618747,-0.016745497,1.25,1
1.12909781,-0.014508889,1.19047619,1
0.603222863,-0.019997669,1.05297619,1
0.854572977,-0.032087208,3.102142857,1
2.124673345,-0.0395623,2.635952381,1
0.832661206,-0.058358351,3.015833333,1
0.892901629,-0.021610685,1.45952381,1
0.890162851,-0.016715408,0.63,1
0.562735897,-0.013285413,1.084761905,1
0.334395895,-0.007755243,0.744047619,1
1.460345035,-0.032721045,2.645952381,1
1.023211517,-0.029349242,2.047619048,1
1.316213683,-0.026040095,2.584047619,1
0.556861506,-0.009526068,1.326309524,1
0.429164324,-0.020990645,1.190833333,1
0.424718227,-0.017191622,1.473690476,1
0.838187401,-0.026771733,1.19047619,1
0.372807342,-0.008815433,1.190952381,1
0.072356695,-0.00475446,0,1
0.104352298,-0.001811126,0,1
0.922376096,-0.029545907,3.647380952,1
0.726195129,-0.019072525,1.190714286,1
1.171243051,-0.014252023,1.76547619,1
1.071497035,-0.028100638,2.020952381,1
0.21011299,-0.002427623,0.729880952,1
0.926776626,-0.037543728,2.439285714,1
1.160508343,-0.053684325,4.569047619,1
1.317912655,-0.037743974,3.757619048,1
1.852464293,-0.049543854,4.685595238,1
1.993489337,-0.081238745,8.893690476,1
1.837573042,-0.05786402,6.145595238,1
1.439865218,-0.034328626,3.392857143,1
1.208771512,-0.035596362,4.456904762,1
1.859516045,-0.067968537,5.816547619,1
1.453078175,-0.038616856,3.796785714,1
1.34477429,-0.033125248,4.096904762,1
1.192052775,-0.038031302,3.404761905,1
2.13618806,-0.076892587,5.677619048,1
1.285903979,-0.064126806,6.681190476,1
1.453729976,-0.043018418,6.130952381,1
1.577046523,-0.038068218,4.793214286,1
1.01372825,-0.057015526,6.6475,1
1.446055134,-0.048546616,4.848690476,1
1.488667249,-0.03873711,3.958333333,1
2.161495036,-0.059640898,6.646785714,1
1.629076105,-0.03337888,3.546666667,1
1.793710714,-0.053811069,6.673571429,1
1.180289381,-0.031670973,4.273452381,1
1.260419186,-0.053306078,16.53785714,1
0.991659686,-0.024867408,3.830119048,1
0.676546688,-0.019780215,2.249642857,1
1.388161419,-0.049862953,6.817857143,1
1.93237527,-0.055004904,5.85297619,1
2.149284511,-0.055549097,5.781904762,1
2.239401837,-0.076892874,7.54047619,1
1.258819345,-0.03006188,3.273690476,1
1.652878408,-0.058064781,6.155238095,1
1.543701777,-0.042076509,5.439166667,1
0.982584056,-0.039197812,4.791666667,1
1.643256012,-0.063659526,8.556190476,1
2.693438701,-0.043881378,3.921547619,1
1.614081238,-0.048253893,5.768809524,1
1.30386149,-0.050133159,4.214642857,1
1.400052874,-0.049977027,4.94047619,1
1.359396804,-0.043089177,3.107380952,1
1.381797644,-0.046393911,4.710357143,1
1.547791469,-0.072133517,6.127857143,1
1.718110464,-0.066945248,6.028571429,1
3.833321341,-0.147764201,13.49178571,1
2.057601231,-0.083975008,8.524285714,1
0.913173896,-0.026105068,2.831547619,1
1.380965512,-0.035491105,5.297619048,1
1.822986148,-0.056180391,7.923928571,1
-0.564663618,-0.0269153,2.1675,1
1.570058919,-0.059955297,6.58047619,1
1.40488545,-0.042830904,5.0225,1
1.482411939,-0.077470149,10.30630952,1
0.778328236,-0.015427081,1.763452381,1
1.353977339,-0.032194545,3.395714286,1
1.452391075,-0.058727574,4.545357143,1
1.560579406,-0.04010209,2.480595238,1
1.479763631,-0.061461837,6.21702381,1
2.294806431,-0.055102461,3,1
1.068568226,-0.052097679,5.952619048,1
1.71172319,-0.049441391,4.307857143,1
2.125122702,-0.063303135,7.051428571,1
2.675683707,-0.1099993,15.56809524,1
1.875797008,-0.07573428,4.901547619,1
1.426504399,-0.06220022,6.029047619,1
3.010160724,-0.099440207,10.15642857,1
1.394244421,-0.046656635,6.613928571,1
1.468771845,-0.047442048,7.873214286,1
0.6782588,-0.01787083,2.626190476,1
1.485541098,-0.063180936,8.497619048,1
1.794912761,-0.043736394,3.851071429,1
2.978716768,-0.117720165,11.41452381,1
3.352920048,-0.1271026,13.92857143,1
1.622954631,-0.060140771,8.363333333,1
1.67620588,-0.04659262,5.341547619,1
1.959816093,-0.083334634,10.36440476,1
0.906993895,-0.042819452,5.080833333,1
3.807387838,-0.122804022,11.90416667,1
2.095181134,-0.042929973,3.944880952,1
1.886617,-0.068242644,3.937738095,1
1.274291286,-0.038161475,5.753571429,1
0.775641451,-0.014349841,2.115833333,1
1.093837081,-0.034225954,4.422142857,1
1.431080967,-0.053895228,5.889642857,1
0.971247536,-0.030810668,2.85,1
1.76492099,-0.032825414,4.673690476,1
0.899923211,-0.043650434,3.627857143,1
1.85591539,-0.086413729,7.060714286,1
1.043062295,-0.04828045,5.654404762,1
0.964768551,-0.050638374,5.537380952,1
1.892142075,-0.043758343,4.238095238,1
1.399495096,-0.041876222,4.725714286,1
1.5049456,-0.057441807,4.278809524,1
0.703692886,-0.021499439,2.717619048,1
0.45126663,-0.015508937,2.976666667,1
1.036867866,-0.032019232,4.343690476,1
1.881542764,-0.04982051,6.264047619,1
2.347690664,-0.059887209,8.045119048,1
3.04298594,-0.133782802,10.47619048,1
1.710370857,-0.066666196,7.192857143,1
2.381699364,-0.0647692,7.701309524,1
2.02467671,-0.081100997,9.262857143,1
1.470793726,-0.040328721,3.703571429,1
1.106303886,-0.047216457,4.100833333,1
1.669936193,-0.030318535,5.782380952,1
1.627953667,-0.060238766,6.666309524,1
1.721257596,-0.047941758,6.142857143,1
2.293809412,-0.047921777,5.672142857,1
0.917459396,-0.029936494,4.096547619,1
0.419618293,-0.01574039,1.786190476,1
1.800975047,-0.074103088,8.86297619,1
1.384346315,-0.074588705,6.904761905,1
2.050101888,-0.074006997,10.56547619,1
0.878221393,-0.016128938,2.976190476,1
0.946214562,-0.032956981,3.802142857,1
2.068027149,-0.074954381,6.292380952,1
1.419979599,-0.057423521,6.064404762,1
1.697260192,-0.073073075,5.372738095,1
1.892531906,-0.035344174,3.708333333,1
1.591437718,-0.046916749,3.729880952,1
0.991007632,-0.032306503,3.80952381,1
0.550109256,-0.023337155,1.7375,1
1.655032423,-0.046558248,9.6825,1
1.8054653,-0.03872334,5.636904762,1
1.802276944,-0.067912169,8.12952381,1
1.345880776,-0.021912809,2.182142857,1
0.783106715,-0.022890873,3.095238095,1
1.194563165,-0.018448832,1.711309524,1
0.80501197,-0.017107058,1.19,1
1.26206177,-0.025542687,2.510119048,1
1.737158738,-0.040305442,4.523690476,1
0.733963458,-0.026525369,3.339404762,1
1.104510181,-0.058535152,8.547380952,1
1.044001287,-0.020940299,3.84797619,1
0.919814998,-0.03741348,3.728452381,1
1.03873581,-0.034054617,3.731904762,1
1.79430403,-0.05376836,7.575595238,1
1.461340907,-0.040426508,4.583333333,1
0.962936983,-0.022357966,2.534404762,1
0.920485657,-0.017930514,2.083452381,1
1.759886078,-0.064409712,9.047619048,1
0.79657447,-0.021206126,3.108095238,1
1.327081224,-0.023490647,3.192619048,1
1.06485566,-0.045062782,4.065119048,1
1.165087989,-0.035631565,-2.604166667,1
1.229641698,-0.032814696,3.663214286,1
0.982879261,-0.023678772,3.033809524,1
1.041783158,-0.04128865,5.076785714,1
1.377402162,-0.036160445,3.535,1
0.57774712,-0.015774892,2.494285714,1
0.864195209,-0.014241766,1.239880952,1
0.65790605,-0.013160062,2.053571429,1
0.524291257,-0.016114177,2.287738095,1
1.191725082,-0.059025024,6.547619048,1
1.958038417,-0.094760981,12.61904762,1
1.395150737,-0.028508433,4.166428571,1
1.220930593,-0.032297121,2.764642857,1
1.361141271,-0.039494806,5.181547619,1
1.004348587,-0.032733206,4.980714286,1
0.478973258,-0.020125243,1.473333333,1
1.789231648,-0.084738333,9.605595238,1
2.211162398,-0.100239935,9.098571429,1
0.715294368,-0.012294909,1.445952381,1
1.07422561,-0.030791402,3.2275,1
1.066356415,-0.021504199,2.992619048,1
1.660261365,-0.060848464,9.113214286,1
1.504342393,-0.032863898,3.75952381,1
1.48618613,-0.055415328,6.893095238,1
1.062384182,-0.03794535,5.158333333,1
1.108567981,-0.039617311,4.217619048,1
1.55957717,-0.03082345,5.442142857,1
1.456109744,-0.034107295,2.381309524,1
0.99511841,-0.024388571,4.025119048,1
0.478795779,-0.013670543,1.801666667,1
0.949216494,-0.026151284,2.09702381,1
0.716553944,-0.027231398,1.865238095,1
0.425094964,-0.013790251,1.068333333,1
0.94429075,-0.012295491,1.301190476,1
0.334581354,-0.01066698,0.436428571,1
0.622926727,-0.01514666,1.984761905,1
0.844723565,-0.035638422,2.895833333,1
1.708052947,-0.028525164,2.28452381,1
0.868366849,-0.023082368,2.614166667,1
0.687122031,-0.019914555,1.892619048,1
0.493047754,-0.010596542,0.553571429,1
0.417869286,-0.015736821,1.904761905,1
0.953283612,-0.029220299,3.69047619,1
0.922827863,-0.036060454,3.538571429,1
0.640918859,-0.021879361,1.30952381,1
0.71522752,-0.014940318,0.446428571,1
0.520592982,-0.020873827,1.737738095,1
0.889105084,-0.035038258,4.319642857,1
0.710609389,-0.012047544,1.190595238,1
0.227294262,0.002274313,0.396071429,1
0.793968199,-0.018618247,1.965595238,1
0.94548036,-0.02140821,2.948928571,1
0.871677182,-0.023790839,2.348452381,1
1.237415601,-0.019293708,1.75,1
0.78178037,-0.015426962,2.324761905,1
0.846740839,-0.0310215,3.80952381,1
0.47707211,-0.027526747,3.14047619,1
0.296399149,-0.01218641,0.505952381,1
0.348008714,-0.00511903,0.892857143,1
0.986416912,-0.037902305,3.60202381,1
1.875243019,-0.062123157,4.448571429,1
0.996603301,-0.027717782,3.173809524,1
0.582362791,-0.021715473,1.428571429,1
0.481475988,-0.01031519,1.496071429,1
0.70727132,-0.032245031,2.990714286,1
0.827873083,-0.025017581,2.149166667,1
0.884619078,-0.022154168,1.648928571,1
1.115625054,-0.022919821,2.786428571,1
0.225057139,-0.005633286,0.610238095,1
0.907346093,-0.02479208,3.37797619,1
0.793631685,-0.01226666,2.051547619,1
0.76973849,-0.015355622,2.200357143,1
0.975665417,-0.01210362,3.716071429,1
0.952221707,-0.019711821,1.80202381,1
0.39066806,-0.021354752,1.875714286,1
1.307908848,-0.023647183,1.355952381,1
1.067132371,-0.013387895,1.190833333,1
0.96833508,-0.02034151,2.091071429,1
0.567812976,-0.015392259,0.977857143,1
1.018623143,-0.037013747,3.06797619,1
1.136026186,-0.019438094,2.131428571,1
0.684551827,-0.009506104,1.020238095,1
0.619247314,-0.026650519,3.194285714,1
1.253277407,-0.041373887,2.380952381,1
2.453836226,-0.115014282,11.01190476,1
2.417226893,-0.067683131,11.68154762,1
0.350723085,-0.019027562,1.543690476,1
0.930006827,-0.018511212,1.935119048,1
1.6409801,-0.036053991,3.918928571,1
0.571632898,-0.013666875,1.376547619,1
1.126979836,-0.032416521,3.893333333,1
2.72449875,-0.061577092,4.893690476,1
0.788948025,-0.027459776,1.98452381,1
0.580874965,-0.029435487,2.010714286,1
0.375556005,-0.009625813,1.454166667,1
0.279410286,-0.013777731,3.526666667,1
0.89502158,-0.016526099,1.711785714,1
0.909041524,-0.047118511,4.761666667,1
0.614622442,-0.025085836,2.306547619,1
