wer,sim1,sim2,membership
1.974346746,-0.061862123,8.333333333,0
1.629423325,-0.081779023,9.249404762,0
1.114849679,-0.07165725,5.12797619,0
1.288545669,-0.078231235,10.28154762,0
0.972012576,-0.05974253,6.2925,0
1.519773761,-0.065141141,8.162857143,0
1.855620179,-0.076650724,9.523690476,0
1.950358198,-0.075740802,8.333333333,0
1.595874437,-0.076084274,7.837142857,0
1.407640673,-0.084463173,31.30952381,0
1.573272457,-0.08032394,-27.57928571,0
0.556948053,-0.086904698,7.857142857,0
1.231528617,-0.051321491,8.571428571,0
1.970287475,-0.093946155,9.524166667,0
1.666299851,-0.086451441,74.70238095,0
0.97740087,-0.072357895,25.51035714,0
1.301986536,-0.089753032,24.40464286,0
1.754716852,-0.069389396,7.6925,0
2.026524186,-0.05730232,6.666666667,0
1.354143258,-0.086640794,7.341071429,0
0.741945429,-0.08467583,6.973452381,0
0.38639225,-0.007319025,38.29357143,0
1.601037679,-0.079124422,8.730238095,0
1.754488929,-0.091887899,13.0952381,0
0.97093744,-0.079894425,6.845238095,0
0.554276988,-0.059435286,5.833333333,0
0.879117565,-0.043540499,1.547619048,0
1.152238333,-0.073290323,24.88095238,0
0.816007607,-0.059364157,6.868571429,0
0.771534918,-0.072657321,40.22083333,0
1.622779155,-0.079410013,7.057738095,0
1.319620506,-0.081859418,-89.12630952,0
1.060181851,-0.093354651,8.928690476,0
1.273316357,-0.077192605,8.333333333,0
1.733816048,-0.078219547,7.8225,0
0.59054119,-0.068072915,7.051666667,0
0.577102667,-0.027730645,83.33369048,0
1.306483179,-0.079892639,7.142738095,0
1.30104973,-0.070092552,6.546904762,0
1.612471496,-0.088413364,9.285714286,0
1.395769893,-0.081464906,8.80952381,0
1.744500787,-0.060472774,13.25452381,0
1.673844917,-0.069209927,-28.23178571,0
0.567405512,-0.055631891,20.83333333,0
1.40685115,-0.073646012,8.69047619,0
1.217880214,-0.071475464,29.28571429,0
0.985983904,-0.048557912,6.994047619,0
1.279804951,-0.059868504,17.45988095,0
1.190564861,-0.073957655,5.187261905,0
1.241858881,-0.088515592,5.952380952,0
1.758734179,-0.126218613,12.14285714,0
1.15849025,-0.090361762,14.04761905,0
1.361452065,-0.088187846,30.05964286,0
1.130501726,-0.057582163,5.519761905,0
1.631581202,-0.090497218,24.35916667,0
1.287475988,-0.078018545,8.333333333,0
1.300781521,-0.073722217,17.26190476,0
1.627168988,-0.072718134,71.82559524,0
0.174344024,-0.023234912,2.7775,0
1.243468283,-0.081397739,25.19869048,0
1.657337607,-0.091425246,49.8677381,0
1.632600381,-0.092472362,134.2261905,0
1.566017536,-0.077966489,-6.632738095,0
1.463771251,-0.083588372,32.34166667,0
1.348328143,-0.068795287,102.2619048,0
0.638342774,-0.055797113,1.322619048,0
1.82288406,-0.099125164,8.333333333,0
1.430372776,-0.064770633,31.92630952,0
1.042705339,-0.079755537,6.1225,0
1.65101656,-0.077234215,100.7933333,0
1.054133512,-0.074512201,4.545833333,0
0.773360325,-0.052245989,2.380952381,0
1.540096548,-0.100300307,130.627619,0
1.615662317,-0.090656576,-16.07142857,0
0.54995069,-0.04979616,9.199047619,0
1.832881167,-0.076485734,21.42857143,0
1.615587794,-0.07933258,32.5397619,0
1.17696487,-0.087786011,41.17047619,0
0.958815999,-0.062128363,442.0328571,0
1.484658061,-0.071202218,6.9725,0
1.554497667,-0.076028079,11.01190476,0
0.527233024,-0.069603214,5.208333333,0
1.310153512,-0.083382535,11.30952381,0
0.790605798,-0.042104126,2.083333333,0
0.12372431,-0.008773711,-1.785714286,0
1.678859989,-0.084274955,-16.19047619,0
1.235984502,-0.078470504,15.47619048,0
1.414152698,-0.089657155,5.952142857,0
1.008041929,-0.056188542,36.60714286,0
0.567221095,-0.01865014,7.251785714,0
1.029649833,-0.056538501,80.78297619,0
0.309178107,-0.024078281,-5.782380952,0
1.683456524,-0.094579212,25,0
1.098026033,-0.089151408,38.82833333,0
1.412953737,-0.054224483,4.251666667,0
1.332966751,-0.078037778,11.72166667,0
1.347997145,-0.072322403,-24.78297619,0
1.737984925,-0.08739072,18.25404762,0
1.587550454,-0.087447283,388.9880952,0
0.956777929,-0.06027464,5.803571429,0
0.902656273,-0.076340598,-6.318571429,0
1.389009071,-0.081231676,6.46297619,0
1.696340567,-0.081199306,7.886904762,0
1.039461091,-0.065126401,5.238095238,0
1.581263753,-0.086727261,-10.37404762,0
1.283604012,-0.076744127,18.0952381,0
0.90559231,-0.081558585,5.356547619,0
0.635650524,-0.054299624,5.833333333,0
1.166415083,-0.066547555,8.035714286,0
1.328304488,-0.08286161,11.50761905,0
1.444532142,-0.059510907,-0.264404762,0
1.551876427,-0.069988816,4.31547619,0
1.400037226,-0.087740761,61.64988095,0
2.081849654,-0.079855358,9.449404762,0
1.650519107,-0.08967577,8.333333333,0
1.211251614,-0.079635557,21.42857143,0
1.328174137,-0.080309286,34.28571429,0
1.830250845,-0.080789599,9.821428571,0
0.69215881,-0.048244936,6.972619048,0
1.895188401,-0.086597181,1.547619048,0
1.449454012,-0.056401225,15.95238095,0
0.67554786,-0.061230747,87.05357143,0
1.530764229,-0.088724866,-14.4047619,0
0.233654679,-0.035488222,245.3711905,0
1.614255119,-0.080818145,1.19047619,0
0.614187071,-0.038966536,1.92297619,0
1.609163169,-0.080355393,8.843333333,0
1.598545262,-0.080616266,13.88916667,0
0.131623226,-0.025481711,7.509404762,0
1.440147155,-0.072934744,101.6864286,0
0.858043,-0.085051982,37.6627381,0
0.949695094,-0.077983505,8.928571429,0
0.633691476,-0.011950103,21.72619048,0
1.518756083,-0.075226174,15.81702381,0
1.321292189,-0.085117433,9.090714286,0
1.387818213,-0.067906161,25.44642857,0
0.051780762,-0.012084074,2.18297619,0
1.805196979,-0.071562535,125.6614286,0
1.064914762,-0.039294028,4.221190476,0
1.362362482,-0.070512773,12.08857143,0
1.752431591,-0.092163447,9.259166667,0
1.688086476,-0.081362855,11.90511905,0
1.395931867,-0.078249873,5.714285714,0
1.475651727,-0.077070605,7.886904762,0
0.869555286,-0.0711127,6.944166667,0
1.243571239,-0.068693658,15.39607143,0
1.477923143,-0.063168278,79.10071429,0
1.371466496,-0.064455687,17.85714286,0
0.734494174,-0.063455161,20.23857143,0
1.844537338,-0.090214294,-4.563095238,0
0.9107115,-0.061789062,10.41666667,0
0.430465179,-0.080957284,6.349404762,0
1.331390202,-0.081621973,5.9525,0
1.44287681,-0.093738834,8.967857143,0
0.486167976,-0.062587754,120.8334524,0
1.763937214,-0.080183549,13.0952381,0
1.090760042,-0.0829284,32.48297619,0
1.461599155,-0.080460357,7.6925,0
1.552555933,-0.080594137,18.95619048,0
1.809911024,-0.079844299,11.30964286,0
1.070241286,-0.07848855,2.143095238,0
1.400228846,-0.083268073,19.04797619,0
0.689340196,-0.076484441,6.136190476,0
1.597352464,-0.076993835,9.821428571,0
1.668485845,-0.072472647,-10.3172619,0
0.868632976,-0.073460254,45.7877381,0
1.206781323,-0.066567245,5.555833333,0
1.323294862,-0.06577472,6.666666667,0
1.345303667,-0.071854109,103.5714286,0
1.478563008,-0.092322821,36.9047619,0
0.779719381,-0.049702748,6.972857143,0
1.979343619,-0.072879201,12.05357143,0
0.986009024,-0.055425533,16.36904762,0
1.661539348,-0.087383757,6.481666667,0
1.657313429,-0.073325818,-44.52380952,0
1.671771874,-0.087385247,9.445,0
0.601874476,-0.068129099,52.92238095,0
1.461875588,-0.075308246,53.14595238,0
0.078281012,-0.012822184,24.99940476,0
1.284315238,-0.079492564,8.035714286,0
-0.153274595,0.00886261,3.69E-15,0
1.49516015,-0.076940414,59.15690476,0
1.074586964,-0.064521334,31.06130952,0
1.624716381,-0.095078222,15.67488095,0
0.992155239,-0.076394668,8.65797619,0
0.406781821,-0.039062921,41.4502381,0
1.352426222,-0.075438156,-36.11130952,0
1.779941119,-0.082268453,27.02380952,0
1.796549253,-0.086707208,41.66666667,0
-0.083311286,-0.012877933,29.06702381,0
1.740715274,-0.082853258,9.523809524,0
1.473064049,-0.088600638,787.8960714,0
0.985335839,-0.065916562,8.758452381,0
1.831059952,-0.07381939,8.516428571,0
1.287429525,-0.06699915,4.676904762,0
1.647591274,-0.069747044,39.92654762,0
1.657139258,-0.07448001,5.357142857,0
1.30303403,-0.086546435,9.166666667,0
0.925439476,-0.062106204,15.87285714,0
1.387285625,-0.066933534,6.818333333,0
1.060185643,-0.070884788,29.6625,0
0.237898321,-0.06920819,38.3122619,0
0.050446869,-0.005132232,169.9404762,0
1.023696964,-0.064309642,2.380833333,0
1.643608976,-0.080871889,44.55761905,0
1.486303175,-0.097667643,40.23809524,0
0.887925987,-0.047550808,11.16071429,0
1.605607249,-0.092733992,7.619047619,0
0.83636806,-0.045200348,4.96,0
0.95635069,-0.075051059,9.788214286,0
1.434308881,-0.090299053,5.833333333,0
1.55930669,-0.085267158,48.69047619,0
0.187518048,-0.043152627,6.084047619,0
0.986989369,-0.077741292,44.6425,0
0.996244952,-0.057750217,22.85654762,0
1.411608803,-0.093795246,8.874404762,0
1.206467821,-0.074446194,33.89333333,0
1.598970996,-0.077831867,10.11904762,0
0.881292393,-0.066171926,27.04083333,0
0.831838298,-0.04174476,7.44047619,0
1.54034346,-0.086020857,8.333333333,0
1.623205845,-0.076137408,7.514880952,0
0.826557976,-0.080280565,6.38547619,0
0.659232821,-0.045695604,23.81,0
1.560343171,-0.064141304,9.226190476,0
1.106029486,-0.072284386,7.8125,0
1.60151669,-0.086471199,20.57833333,0
1.222561511,-0.090819688,11.225,0
0.677453035,-0.064825723,24.20666667,0
0.047990333,0.000654969,-2.273095238,0
1.802047674,-0.088981107,14.52380952,0
1.364448571,-0.094649526,85.54452381,0
1.342794763,-0.063763787,8.413095238,0
1.468571417,-0.078995258,15.47583333,0
1.565833988,-0.096290757,25.23809524,0
0.667127417,-0.045306143,2.5,0
0.485354048,-0.017235744,1.041666667,0
1.337611286,-0.073845033,9.047619048,0
1.792509094,-0.084485696,9.226785714,0
1.037564268,-0.051488146,3.896190476,0
0.242818655,-0.009623569,12.89702381,0
1.385466296,-0.069859887,8.441547619,0
0.876579375,-0.073221841,117.4107143,0
1.273247548,-0.075256209,6.666666667,0
1.003939976,-0.073545459,8.008690476,0
1.451889429,-0.054688832,6.348809524,0
1.54787729,-0.084145226,7.380952381,0
0.627229774,-0.052275709,33.00845238,0
1.422345164,-0.083495845,38.17428571,0
1.400975333,-0.085676549,7.936666667,0
1.794011571,-0.074794871,13.43511905,0
0.791156037,-0.064539482,7.737619048,0
1.274169889,-0.077587651,10.51547619,0
-0.029122214,-0.013052426,8.730119048,0
1.256383,-0.067870593,8.333333333,0
1.405355853,-0.09832026,9.41547619,0
1.684357952,-0.077287949,25.52952381,0
2.009568679,-0.072296432,9.722261905,0
1.181304661,-0.081437943,75.52880952,0
0.579787643,-0.052689916,11.73404762,0
0.517324417,-0.051250322,5.75452381,0
1.074315702,-0.041376688,-8.163452381,0
1.560295977,-0.092530629,28.03011905,0
0.75489531,-0.031265361,6.044642857,0
1.09766938,-0.063129137,22.78892857,0
0.200360607,-0.033683814,5.5325,0
1.419899625,-0.057843108,1881.547976,0
1.420566464,-0.055659934,10.91285714,0
1.067709083,-0.066673515,10.11916667,0
1.689828493,-0.067734373,22.27869048,0
1.708585988,-0.071398799,-26.29880952,0
-0.075389643,-0.008024945,4.18E-15,0
0.287193321,-0.034202431,139.5602381,0
1.207841167,-0.081415293,8.333333333,0
1.687650595,-0.077927165,11.25547619,0
1.768973781,-0.087289115,39.04761905,0
1.038648801,-0.066978707,5.555,0
1.719402632,-0.090356484,7.142857143,0
1.328697448,-0.080416183,15.58440476,0
1.415430893,-0.078417249,7.291666667,0
0.517099524,-0.020512478,10.35714286,0
0.434507804,-0.069542208,55.82011905,0
0.968529348,-0.091920647,25.08511905,0
1.24725759,-0.073000389,58.1172619,0
1.597185837,-0.068895102,22.17261905,0
1.700627771,-0.090792329,24.14988095,0
1.734207714,-0.090812849,7.5,0
0.557306036,-0.076256465,6.666666667,0
0.787770321,-0.062070085,-2.529761905,0
0.596322417,-0.067472754,19.68880952,0
1.536518917,-0.076917067,9.721666667,0
1.042701585,-0.056460352,4.761904762,0
1.893924865,-0.099163534,3.042619048,0
1.705714024,-0.068063184,6.77702381,0
1.815257544,-0.078423396,20.83333333,0
1.266160705,-0.061427696,8.333333333,0
1.427764509,-0.085672425,-18.1547619,0
1.565320762,-0.085239268,183.7303571,0
1.22168796,-0.088843669,8.333333333,0
1.768071873,-0.081912579,8.92797619,0
1.12538419,-0.07041309,7.768928571,0
1.583610476,-0.079835996,7.856904762,0
1.634023942,-0.071002589,5.769166667,0
1.435424829,-0.057650194,5,0
1.13225834,-0.05994435,6.291904762,0
0.384566726,-0.061244397,-25.47619048,0
1.365179321,-0.067334535,16.90488095,0
1.253066323,-0.078229735,6.845238095,0
0.80751257,-0.071099702,5.794047619,0
-0.069670202,0.020325718,0.925833333,0
0.617698071,-0.052363709,16.19047619,0
0.315151202,-0.017492571,18.95583333,0
-0.161383702,0.007581505,1.041666667,0
0.973420821,-0.050466517,121.875,0
0.966921591,-0.070129701,6.349404762,0
1.30012981,-0.093274814,16.66654762,0
1.23810631,-0.051020418,31.16892857,0
1.06037776,-0.070174274,6.217142857,0
1.553366643,-0.087617064,14.815,0
0.408562893,-0.031255027,50.92642857,0
0.47015756,-0.057635546,85.54440476,0
1.303225055,-0.083698305,582.9938095,0
1.347740952,-0.068334106,4.563214286,0
0.158890012,-0.055638323,22.97619048,0
0.47320297,-0.022118509,10.71428571,0
1.167815164,-0.062582933,6.101190476,0
1.557910093,-0.065993722,11.03904762,0
1.440809679,-0.070794684,8.418571429,0
1.995660064,-0.090663948,8.333333333,0
1.525639226,-0.073972674,11.66666667,0
1.173591631,-0.07953449,8.035952381,0
1.23778856,-0.076214708,5.527261905,0
1.234341911,-0.037263552,3.388571429,0
1.338471025,-0.081707081,15.87321429,0
1.429567321,-0.086459319,10,0
1.494062848,-0.063018408,38.74464286,0
1.79319681,-0.08665987,4.670238095,0
0.013103131,-0.036409262,15.87309524,0
0.136833155,-0.039847668,-72.95857143,0
1.403401916,-0.101471813,151.1905952,0
1.252871632,-0.042033422,7.380952381,0
1.129249608,-0.065593348,14.65154762,0
1.97761827,-0.101294724,11.9047619,0
1.611811817,-0.070625402,11.39428571,0
1.801390293,-0.071801717,97.85666667,0
0.316910631,-0.048849921,118.1547619,0
1.385042564,-0.085364148,-9.404761905,0
0.786138679,-0.066575012,331.6666667,0
1.504262429,-0.084002441,11.66666667,0
1.514443286,-0.080589097,11.26428571,0
0.356727,-0.030424007,84.52380952,0
1.272399145,-0.073664685,-57.96678571,0
1.382677035,-0.087447887,18.92857143,0
-0.120997869,-0.003814566,-21.42857143,0
1.86535102,-0.085012067,8.333333333,0
1.951179786,-0.07815731,-10.43964286,0
1.718351714,-0.082372329,23.36309524,0
1.504777242,-0.084999122,6.613928571,0
1.694072357,-0.097757516,5.754166667,0
0.345623036,-0.059890011,221.1904762,0
1.726947473,-0.085797579,-1.983928571,0
1.529292716,-0.086895189,-156.0714286,0
1.506537607,-0.086060149,13.0952381,0
1.821774829,-0.072349451,9.226547619,0
-0.021674595,-0.013927065,56.54761905,0
1.318192286,-0.067854881,9.956547619,0
0.411575143,-0.048425074,-10.71369048,0
1.786241833,-0.077535423,7.738095238,0
0.194037286,-0.060629809,12.3025,0
0.94909122,-0.052939859,9.663809524,0
0.645189631,-0.069101095,42.85714286,0
0.731877833,-0.076240502,-13.79583333,0
0.585608988,-0.064967412,11.68892857,0
1.619915095,-0.08750161,12.01321429,0
1.484810356,-0.079840909,7.142857143,0
1.433580436,-0.090185211,23.12952381,0
1.167692675,-0.091932395,55.23809524,0
1.871322405,-0.091567746,29.52380952,0
-0.141935202,0.008553591,45.5952381,0
1.114633107,-0.076721195,10.08833333,0
1.441164185,-0.07250327,-79.16666667,0
1.119069167,-0.069099777,61.60714286,0
1.283445274,-0.069395357,12.20238095,0
1.849864639,-0.073512203,9.761904762,0
1.382410464,-0.080497732,9.761904762,0
1.334494792,-0.084618849,28.21428571,0
1.134753095,-0.073452369,52.14297619,0
1.746532369,-0.077336219,8.333333333,0
1.612327357,-0.074227207,6.277261905,0
0.75178594,-0.047022283,15.17857143,0
0.921386583,-0.046581104,8.928571429,0
1.80369119,-0.089316181,99.70238095,0
0.855521357,-0.055167216,7.77702381,0
1.554169,-0.082127706,7.738095238,0
0.777357617,-0.074567719,-26.62309524,0
0.293341679,-0.054065598,8.779761905,0
1.35940294,-0.086877305,7.804285714,0
1.206402833,-0.06712327,5.833333333,0
1.765018286,-0.08724552,5.422619048,0
0.786964286,-0.053983205,39.58369048,0
1.280579169,-0.080805776,8.254166667,0
1.797958662,-0.07225892,9.524166667,0
0.189330988,-0.088464304,41.94238095,0
0.74220144,-0.074794231,5.953333333,0
1.578294075,-0.079871306,-2.164642857,0
0.710845071,-0.058161035,5,0
0.262959226,-0.037273172,5.654761905,0
1.217703148,-0.081431084,32.30154762,0
0.442014417,-0.070031424,5.05952381,0
1.218608744,-0.08723696,8.333333333,0
1.76774944,-0.091992446,37.58488095,0
1.937038455,-0.08477555,6.151071429,0
1.435255586,-0.078726461,-5.357857143,0
1.279917083,-0.072977998,7.341071429,0
1.703450732,-0.088376804,8.333333333,0
1.524033491,-0.080366999,381.2171429,0
1.572743607,-0.074259833,79.16714286,0
0.807238631,-0.074922188,7.023809524,0
1.19174606,-0.0559455,5.555833333,0
1.547863688,-0.055905199,58.92809524,0
0.517808429,-0.054052946,17.14285714,0
0.502213845,-0.083010941,10.3172619,0
1.245473343,-0.075163194,35.41666667,0
1.832158916,-0.07185331,7.326309524,0
0.724587224,-0.069370205,5.654761905,0
0.857063381,-0.069742026,75.32488095,0
1.174955464,-0.07310127,21.08892857,0
0.611902185,-0.045353482,139.652381,0
1.535225536,-0.073867278,24.99964286,0
0.774768595,-0.048051639,7.738095238,0
0.718978131,-0.044261432,8.175,0
0.455411679,-0.030860233,4.563571429,0
0.719265345,-0.070399966,18.77309524,0
0.541810655,-0.064264459,15.87261905,0
0.830832762,-0.057057828,25.1697619,0
1.7952605,-0.08643633,55.6547619,0
0.892637963,-0.065433082,23.8947619,0
1.513730476,-0.079870101,8.556547619,0
1.201552096,-0.07043826,-5.272380952,0
0.422141607,-0.062037796,6.463214286,0
1.663692632,-0.091230017,28.69047619,0
1.655629204,-0.0915702,8.068809524,0
1.204421817,-0.085478139,14.79619048,0
1.127855071,-0.054437963,-2.720833333,0
1.289216274,-0.080967119,7.967261905,0
0.085922512,-0.008958015,9.183571429,0
0.529224131,-0.065402966,-103.9119048,0
1.464096274,-0.095755631,18.58964286,0
0.404029333,-0.060941564,24.78369048,0
1.12343,-0.051472577,1.686547619,0
1.303866738,-0.079360183,7.82297619,0
1.253042798,-0.063518253,142.9561905,0
0.53577419,-0.068731569,6.25,0
1.50259127,-0.079443149,8.65797619,0
1.526226924,-0.088531422,-51.19047619,0
1.125228214,-0.082453624,-154.9604762,0
0.853121595,-0.075280207,-35.5952381,0
1.445212742,-0.066272028,8.571428571,0
1.755659221,-0.082170242,-1.785714286,0
1.401808608,-0.071429241,8.008690476,0
1.251466943,-0.084856121,7.875952381,0
1.128953893,-0.067875214,9.375,0
1.584939845,-0.082969102,53.0952381,0
1.800439579,-0.077075785,9.523809524,0
1.29016532,-0.093077433,12.24571429,0
1.370555585,-0.083927986,17.26190476,0
1.612549702,-0.101191235,11.22452381,0
1.49545956,-0.085896516,38.54166667,0
0.87193856,-0.082689346,27.4722619,0
1.226156274,-0.061194094,84.65630952,0
0.664032583,-0.05256107,28.06095238,0
1.565641585,-0.084379276,49.40488095,0
1.323462239,-0.070116014,3.570833333,0
1.799443226,-0.080622382,5.654404762,0
1.819467989,-0.082845687,4.960595238,0
0.844540794,-0.07888843,-3.401666667,0
0.175800946,-0.026501429,42.55952381,0
1.064431845,-0.082308538,15.93059524,0
1.462148524,-0.079898954,9.880952381,0
1.399463215,-0.065681498,6.944166667,0
-0.13918925,-0.029475563,7.993095238,0
-0.032516333,0.002590059,672.4365476,0
1.911920143,-0.086274302,5.291309524,0
0.504194119,-0.083097885,11.2247619,0
1.84778277,-0.081550978,5.271904762,0
0.672109721,-0.061386858,21.78571429,0
0.168451821,-7.91E-05,125.7440476,0
1.27993303,-0.077650907,19.16666667,0
1.520724393,-0.068352608,-15.0297619,0
1.353055345,-0.069847238,10.98880952,0
0.810475036,-0.073233934,5.357738095,0
1.322074295,-0.042096591,-12.69845238,0
1.007794774,-0.063618963,9.127261905,0
1.314095628,-0.067963298,10.71428571,0
1.597239964,-0.051636342,9.672619048,0
0.976674036,-0.045048958,5.736190476,0
0.876439727,-0.073865138,138.3333333,0
1.828244305,-0.072292607,34.73416667,0
0.427381536,-0.031874575,3.03,0
-0.032693179,-0.019692889,3.571309524,0
1.281857886,-0.08883469,8.19047619,0
0.686843743,-0.067872049,34.34059524,0
1.726569912,-0.075392673,8.078333333,0
1.604013888,-0.080662411,12.8572619,0
1.50663431,-0.064557787,63.80952381,0
1.233760321,-0.087587745,-11.56488095,0
0.090666512,-0.010414453,23.63952381,0
0.494029393,-0.039916134,-35.11904762,0
1.686060779,-0.089291424,16.58130952,0
1.647967865,-0.104200784,8.465595238,0
1.672856345,-0.080179454,-45.23809524,0
1.67316377,-0.091269176,10.71416667,0
1.633886277,-0.084250722,16.78571429,0
1.287104657,-0.080442412,12.7975,0
-0.045539655,-0.048992426,244.0467857,0
2.031989008,-0.081952693,28.86904762,0
0.444411583,-0.06151272,3.061071429,0
1.656393186,-0.075128552,50.79345238,0
1.659472724,-0.088062934,34.18416667,0
0.925897774,-0.066125333,-24.4047619,0
0.846030494,-0.055361859,6.30952381,0
1.612387048,-0.076598419,10.96952381,0
1.499609627,-0.094747937,8.60797619,0
1.468086285,-0.072721523,7.5,0
1.518327052,-0.088171092,8.69047619,0
1.637832345,-0.0688706,135.4761905,0
0.722992071,-0.077587445,124.3508333,0
0.396193631,-0.054755448,4.7625,0
1.31244011,-0.094278539,6.818333333,0
1.339117058,-0.061547344,6.136190476,0
2.045090893,-0.089430747,7.639166667,0
1.229058815,-0.066981795,-7.358928571,0
0.517954452,-0.029290533,8.597142857,0
1.478116369,-0.072863653,32.4075,0
1.224618443,-0.061849158,8.630952381,0
0.764899476,-0.045829608,13.94559524,0
1.487211594,-0.064506568,11.73488095,0
1.866301877,-0.080860229,13.60547619,0
1.153776726,-0.071924067,-8.889166667,0
1.470619996,-0.067689358,54.76190476,0
1.57546974,-0.08473634,11.6075,0
0.992284848,-0.081608882,6.684642857,0
1.624325923,-0.062290341,7.5,0
1.610715869,-0.072209095,103.5714286,0
0.860197012,-0.061012157,69.52380952,0
1.347770307,-0.085459519,60.26785714,0
1.381311083,-0.059114508,3.254166667,0
0.351930887,-0.038413424,171.7947619,0
1.214124618,-0.069952937,22.85714286,0
1.586185317,-0.092453127,-82.99285714,0
1.440356536,-0.080699996,8.779761905,0
0.612446488,-0.056437474,49.04761905,0
1.510909877,-0.086797135,9.523809524,0
1.058641024,-0.079811829,13.0952381,0
1.627977293,-0.074415486,87.0747619,0
0.150313333,-0.03394639,-1.428809524,0
1.090310917,-0.073177641,15.12583333,0
-0.042207012,-0.0211345,-6.547619048,0
1.739370119,-0.08944748,71.42857143,0
0.127312417,3.21E-06,-114.2009524,0
0.881476762,-0.065037196,62.02380952,0
1.3022705,-0.090969536,10.20380952,0
1.375084472,-0.084026636,6.868214286,0
0.533281536,-0.07408587,10.71404762,0
1.629350286,-0.087479493,8.874404762,0
-0.252251607,-0.013119686,6.632142857,0
0.184195345,-0.000969923,-6.802738095,0
0.802589762,-0.064564616,50,0
1.121141393,-0.06330219,67.32869048,0
1.706359643,-0.09554692,7.6925,0
1.491011162,-0.08970564,-0.595238095,0
0.970426082,-0.067306273,7.143333333,0
1.714295202,-0.081816079,10.51547619,0
1.094559672,-0.080348802,14.28571429,0
1.283987023,-0.066832931,-0.264404762,0
1.413664829,-0.070559691,12.30119048,0
1.490938548,-0.070476413,8.333333333,0
1.954508881,-0.08633571,7.857142857,0
0.573092048,-0.018613452,-78.57142857,0
1.673327639,-0.089626541,37.35119048,0
0.787272321,-0.052204254,12.77761905,0
1.742166345,-0.068814142,6.25,0
1.292753298,-0.076803674,-24.85119048,0
1.653611603,-0.079742314,8.333690476,0
1.475365415,-0.088326955,7.5625,0
0.006368667,-0.005567481,-1.984285714,0
1.553552345,-0.073197067,60.88428571,0
1.083036286,-0.04124773,18.25416667,0
1.066828583,-0.065619787,5.62797619,0
1.016136655,-0.053860332,-5.272142857,0
1.529521357,-0.080399878,-5.526666667,0
0.378045643,-0.028921939,5.714285714,0
1.377699234,-0.084108982,12.94642857,0
1.679098637,-0.081697148,7.3125,0
-0.262621512,0.016243252,55.41083333,0
1.557157092,-0.085473225,56.20321429,0
0.572396583,-0.056207439,2.679166667,0
1.179023857,-0.077187343,6.2325,0
1.655248762,-0.110945335,7.234761905,0
1.660638007,-0.07598403,7.4075,0
1.120881895,-0.061863759,-23.21488095,0
1.802259429,-0.097867185,171.4285714,0
1.834631531,-0.067682316,7.539761905,0
0.525394714,-0.059079806,19.32238095,0
0.938815131,-0.045984299,9.353571429,0
0.978757462,-0.084520076,42.70833333,0
1.121458738,-0.078360754,-4.762142857,0
